0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,0.5
0,0,1,1,0,0,1,0.5
0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,0.5
0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,1
0,0,1,1,0,0.2,1,1
0,0,1,1,0.2,0,1,1
0,0,1,1,0.1,0.2,1,1
0,0,1,1,0.2,0.2,0.5,1
0,0,1,1,0,0.1,1,0.5
0,0,1,1,0,0,1,0.5
0,0,1,1,0.2,0.2,1,1
0,0,1,1,0,0.2,1,1
0,0,1,1,0,0,1,0.5
0,0,1,1,0.2,0.2,0.5,1
0,0,1,1,0.2,0,1,1
0,0,1,1,0,0.2,1,1
0,0,1,1,0.2,0.3,1,1
0,0,1,1,0,0,1,1
0,0,1,1,0.1,0.4,1,1
0,0,1,1,0.1,0.3,1,0.5
0,0,1,1,0.1,0,1,1
0,0,1,1,0.4,0.2,1,0.5
0,0,1,1,0.2,0.3,1,1
0,0,1,1,0.3,0.2,1,1
0,0,1,1,0.4,0.1,1,1
0,0,1,1,0.3,0.1,1,0.5
0,0,1,1,0.4,0.5,1,1
0,0,1,1,0,0.1,1,0.5
0,0,1,1,0.3,0.2,0.5,1
0,0,1,1,0.2,0,1,1
0,0,1,1,0.3,0.4,1,0.5
0,0,1,1,0.2,0.1,1,1
0,0,1,1,0.3,0.3,1,1
0,0,1,1,0.4,0.2,1,0.5
0,0,1,1,0.1,0.5,0.5,1
0,0,1,1,0.3,0.4,0.5,1
0,0,1,1,0.3,0.1,0.5,1
0,0,1,1,0.1,0.6,1,1
0,0,1,1,0.6,0.5,1,1
0,0,1,1,0.4,0.3,1,1
0,0,1,1,0.6,0.3,1,1
0,0,1,1,0.2,0.2,1,0.5
0,0,1,1,0.2,0.5,1,1
0,0,1,1,0.1,0.3,1,1
0,0,1,1,0.8,0.1,1,0.5
0,0,1,1,0.5,0.4,1,1
0,0,1,1,0.3,0.6,1,1
0,0,1,1,0.3,0.6,1,1
0,0,1,1,0.6,0.4,0.5,1
0,0,1,1,0.7,0.6,1,0.5
0,0,1,1,0.4,0.1,1,1
0,0,1,1,0.3,0.3,1,1
0,0,1,1,0.5,0.5,1,0.5
0,0,1,1,0.5,0.5,0.5,1
0,0,1,1,0.6,0.5,1,1
0,0,1,1,0.5,0.5,1,1
0,0,1,1,0.3,0.6,1,1
0,0,1,1,0.7,0.2,0.5,1
0,0,1,1,0.1,0.4,1,1
0,0,1,1,0.5,0.3,1,0.5
0,0,1,1,0.4,0.2,1,0.5
0,0,1,1,0.4,0.7,0.5,1
0,0,1,1,0.3,0.6,0.5,1
0,0,1,1,0.6,0.6,1,0.5
0,0,1,1,0.5,0.6,0.5,1
0,0,1,0.989247311827957,0.4,0.8,0.5,1
0,0,0.989247311827957,0.978494623655914,0.3,0.4,1,1
0,0,0.967741935483871,1,0.4,0.3,1,1
0,0,0.967741935483871,1,0.6,0.5,1,0.5
0,0,1,0.978494623655914,0.5,0.6,1,1
0,0,1,0.935483870967742,0.7,0.6,1,1
0,0,0.989247311827957,1,0.7,0.1,1,0.5
0,0,0.967741935483871,0.978494623655914,0.7,0.5,1,1
0,0,0.956989247311828,1,0.2,0.3,1,1
0,0,0.9777777777777777,1,0.7,0.2,1,1
0,0,0.9555555555555556,0.9777777777777777,0.4,0.5,1,0.5
0,0,1,0.9777777777777777,0.6,0.5,0.5,1
0,0,0.9666666666666667,1,0.5,0.4,0.5,1
0,0,0.9888888888888889,0.9888888888888889,0.6,0.7,1,1
0,0,0.9888888888888889,0.9777777777777777,0.4,0.5,0.5,1
0,0,0.9888888888888889,0.9888888888888889,0.3,0.3,1,1
0,0,0.9222222222222223,0.9666666666666667,0.6,0.7,1,0.5
0,0,0.9777777777777777,1,0.5,0.7,1,1
0,0,1,0.9666666666666667,0.7,0.4,1,1
0,0,0.9770114942528736,1,0.5,0.5,1,1
0,0,0.9770114942528736,0.9540229885057472,0.4,0.5,1,1
0,0,0.9655172413793104,0.9540229885057472,0.3,0.4,0.5,1
0,0,0.9770114942528736,1,0.2,0.7,0.5,1
0,0,0.9655172413793104,1,0.5,0.3,1,0.5
0,0,1,1,0.3,0.3,1,0.5
0,0,0.9770114942528736,0.9425287356321839,0.4,0.6,0.5,1
0,0,0.9885057471264368,0.9770114942528736,0.7,0.7,1,1
0,0,0.9885057471264368,0.9770114942528736,0.7,0.5,1,1
0,0,0.9885057471264368,1,0.4,0.7,1,1
0,0,0.9761904761904762,0.9642857142857143,0.6,0.5,1,1
0,0,1,0.9523809523809523,0.3,0.4,0.5,1
0,0,0.9404761904761905,1,0.4,0.3,1,0.5
0,0,1,0.9880952380952381,0.3,0.6,0.5,1
0,0,0.9880952380952381,0.9880952380952381,0.5,0.6,1,1
0,0,1,0.9404761904761905,0.2,0.1,1,1
0,0,0.9642857142857143,0.9761904761904762,0.7,0.5,1,0.5
0,0,0.9404761904761905,0.9880952380952381,0.4,0.2,1,0.5
0,0,0.9880952380952381,0.9880952380952381,0.3,0.4,1,1
0,0,1,0.9523809523809523,0.6,0.3,1,1
0,0,0.9753086419753086,0.9876543209876543,0.3,0.2,1,1
0,0,1,0.9876543209876543,0.4,0.1,1,1
0,0,1,0.9753086419753086,0.4,0.2,1,1
0,0,0.9506172839506173,0.9259259259259259,0.1,0.5,0.5,1
0,0,0.962962962962963,0.9876543209876543,0.5,0.3,1,1
0,0,1,0.962962962962963,0.3,0.2,1,1
0,0,1,0.9876543209876543,0.6,0.3,1,0.5
0,0,0.9753086419753086,0.9876543209876543,0.3,0.5,1,0.5
0,0,0.9876543209876543,1,0.2,0.7,1,1
0,0,0.9506172839506173,0.9506172839506173,0.3,0.6,1,1
0,0,0.9358974358974359,0.9615384615384616,0.6,0,0.5,1
0,0,0.9615384615384616,0.9487179487179487,0.2,0.2,1,0.5
0,0,1,0.9615384615384616,0.5,0.3,0.5,1
0,0,0.9871794871794872,0.9358974358974359,0.3,0.3,1,1
0,0,0.9871794871794872,0.9615384615384616,0.1,0.7,1,1
0,0,1,1,0.6,0.6,1,1
0,0,1,1,0.3,0.2,1,1
0,0,0.9871794871794872,1,0.2,0.2,1,0.5
0,0,0.9871794871794872,0.9743589743589743,0.2,0.4,1,1
0,0,0.9743589743589743,0.9871794871794872,0.5,0.4,1,1
0,0,0.96,1,0.5,0.4,1,1
0,0,0.9466666666666667,0.9466666666666667,0.4,0.2,0.5,1
0,0,0.96,0.9733333333333334,0.4,0.4,1,0.5
0,0,1,0.9866666666666667,0.1,0.1,0.5,1
0,0,0.9866666666666667,1,0.4,0.5,1,1
0,0,0.9866666666666667,0.96,0.1,0.5,1,1
0,0,1,0.96,0.2,0.4,1,1
0,0,0.9733333333333334,0.9733333333333334,0.1,0.3,1,0.5
0,0,0.9733333333333334,0.9866666666666667,0.4,0.2,1,0.5
0,0,0.9733333333333334,0.9866666666666667,0.2,0,1,0.5
0,0,1,0.9861111111111112,0.3,0.4,1,1
0,0,1,0.9583333333333334,0.1,0.3,0.5,1
0,0,0.9722222222222222,0.9861111111111112,0.6,0.2,1,1
0,0,0.9722222222222222,0.9861111111111112,0.3,0.2,1,1
0,0,0.9861111111111112,0.9722222222222222,0.3,0.5,1,0.5
0,0,0.9722222222222222,0.9583333333333334,0.3,0.6,1,0.5
0,0,0.9722222222222222,0.9861111111111112,0.4,0,1,1
0,0,0.9444444444444444,1,0.2,0.5,1,1
0,0,0.9583333333333334,0.9166666666666666,0.6,0.5,1,0.5
0,0,0.9305555555555556,0.9444444444444444,0.3,0.2,1,1
0,0,0.9855072463768116,0.9710144927536232,0.4,0.6,1,1
0,0,1,1,0.5,0.3,0.5,1
0,0,0.9855072463768116,1,0.5,0.4,0.5,1
0,0,0.927536231884058,0.9420289855072463,0.3,0.2,1,1
0,0,0.9855072463768116,0.927536231884058,0.3,0.3,1,1
0,0,0.9855072463768116,0.9420289855072463,0.4,0.3,1,1
0,0,1,0.927536231884058,0.2,0.5,1,1
0,0,0.927536231884058,0.927536231884058,0.4,0.6,1,1
0,0,0.9565217391304348,0.927536231884058,0.2,0.4,1,1
0,0,1,0.9855072463768116,0.7,0.1,1,1
0,0,0.9848484848484849,0.9393939393939394,0.2,0.3,1,0.5
0,0,1,0.9848484848484849,0.4,0.3,1,0.5
0,0,1,0.9545454545454546,0.3,0.4,0.5,1
0,0,0.9696969696969697,0.9848484848484849,0.8,0.3,0.5,1
