0,0,1,1,0,0,0.8571428571428572,1,0,0,0.8,0.74
0,0,1,1,0,0,0.1428571428571429,1,0,0,0.8,0.74
0,0,1,1,0,0,1,0,0,0,0.74,0.78
0,0,1,1,0,0,1,0.14285714285714285,0,0,0.74,0.75
0,0,1,1,0,0,1,0.1428571428571429,0,0,0.76,0.82
0,0,1,1,0,0,1,0.2857142857142857,0,0,0.74,0.75
0,0,1,1,0,0,1,0.14285714285714285,0,0,0.74,0.72
0,0,1,1,0,0,0.7142857142857143,1,0,0,0.82,0.72
0,0,1,1,0,0,0.4285714285714286,1,0,0,0.72,0.8
0,0,1,1,0,0,0.8571428571428572,1,0,0,0.82,0.76
0,0,1,1,0,0.1,1,0.8571428571428572,1,1,0.82,0.74
0,0,1,1,0.1,0,0.7142857142857143,1,0,0,0.74,0.8
0,0,1,1,0.05,0.1,0.2857142857142857,1,0,0,0.78,0.74
0,0,1,1,0.1,0.1,0.14285714285714285,1,0,0,0.75,0.8
0,0,1,1,0,0.05,1,0,0,0,0.72,0.74
0,0,1,1,0,0,1,0.14285714285714285,0,0,0.76,0.74
0,0,1,1,0.1,0.1,0.1428571428571429,1,0,0,0.75,0.74
0,0,1,1,0,0.1,1,0.8571428571428572,0,0,0.74,0.72
0,0,1,1,0,0,1,0.14285714285714285,0,0,0.72,0.82
0,0,1,1,0.1,0.1,0.14285714285714285,1,0,0,0.8,0.76
0,0,1,1,0.1,0,1,0.1428571428571429,0,0,0.82,0.82
0,0,1,1,0,0.1,0.5714285714285714,1,1,0,0.72,0.78
0,0,1,1,0.1,0.15,1,0.5714285714285714,0,0,0.72,0.74
0,0,1,1,0,0,0.1428571428571429,1,1,0,0.82,0.72
0,0,1,1,0.05,0.2,1,0.1428571428571429,0,1,0.76,0.75
0,0,1,1,0.05,0.15,1,0.14285714285714285,0,1,0.74,0.75
0,0,1,1,0.05,0,0.2857142857142857,1,1,0,0.74,0.74
0,0,1,1,0.2,0.1,1,0.14285714285714285,0,1,0.8,0.8
0,0,1,1,0.1,0.15,0.5714285714285714,1,1,1,0.8,0.82
0,0,1,1,0.15,0.1,0.7142857142857143,1,0,0,0.74,0.76
0,0,1,1,0.2,0.05,1,0.8571428571428572,0,0,0.74,0.76
0,0,1,1,0.15,0.05,1,0.14285714285714285,0,0,0.78,0.82
0,0,1,1,0.2,0.25,0.5714285714285714,1,0,0,0.75,0.74
0,0,1,1,0,0.05,1,0,1,0,0.72,0.72
0,0,1,1,0.15,0.1,0,1,0,0,0.82,0.72
0,0,1,1,0.1,0,1,0.7142857142857143,1,0,0.74,0.82
0,0,1,1,0.15,0.2,1,0.14285714285714285,0,1,0.74,0.8
0,0,1,1,0.1,0.05,0.5714285714285714,1,1,0,0.8,0.74
0,0,1,1,0.15,0.15,1,0.8571428571428572,0,0,0.75,0.74
0,0,1,1,0.2,0.1,1,0.14285714285714285,0,1,0.76,0.8
0,0,1,1,0.05,0.25,0.14285714285714285,1,1,0.5,0.82,0.75
0,0,1,1,0.15,0.2,0.14285714285714285,1,1,0.5,0.8,0.75
0,0,1,1,0.15,0.05,0.14285714285714285,1,0.5,0,0.76,0.72
0,0,1,1,0.05,0.3,0.7142857142857143,1,0.5,0.5,0.74,0.74
0,0,1,1,0.3,0.25,0.8571428571428572,1,0,0,0.74,0.74
0,0,1,1,0.2,0.15,1,0.8571428571428572,0.5,0,0.74,0.78
0,0,1,1,0.3,0.15,0.1428571428571429,1,0.5,0.5,0.8,0.74
0,0,1,1,0.1,0.1,1,0.14285714285714285,0.5,0.5,0.72,0.8
